B04	B03	B28	B29	B05	B07	B06	B08	B13	B09	B10	B12	B23	B16	B02	B19	B20	B21	B22	B14	B24	B25	B26	B27
書目識別號(不得修改)	書名	並列題名	分類號類型	分類號	作者	作者號	版本	語言別	出版地	出版社	出版年	裝訂別	價格	ISBN	面寬數	高寬	圖表	附件	稽核項	集叢項	附註項	主題項	追尋項
B01	B04	B03	B53	B54	B55	B56	B57	B58	B52	B59	B60	B61	B62	B63
館藏登錄號(不得重複)	書目識別號	書名(不得修改)	館藏狀態	流通別	資料別	特藏號	冊次號	複本號	排架號	館藏地	來源別	捐贈者	附件	新增日期
00013544	00026931	爬樹的魚	館內架上	一般館藏	一般圖書			c.2		"本館藏書	"	購買			107-08-30
00013545	00026931	爬樹的魚	館內架上	一般館藏	一般圖書			c.3		"本館藏書	"	購買			107-08-30
00013546	00026479	愛麗絲夢遊奇境	館內架上	一般館藏	一般圖書			c.2		"本館藏書	"	購買			107-08-30
00013547	00026479	愛麗絲夢遊奇境	館內架上	一般館藏	一般圖書			c.3		"本館藏書	"	購買			107-08-30
00013548	00025980	鯨武士	館內架上	一般館藏	一般圖書			c.2		"本館藏書	"	購買			107-08-30
00013549	00025980	鯨武士	館內架上	一般館藏	一般圖書			c.3		"本館藏書	"	購買			107-08-30
00013550	00027078	飛越戰火的女孩	遺失	一般館藏	一般圖書			c.2		"本館藏書	"	購買			107-08-30
00013551	00027078	飛越戰火的女孩	館內架上	一般館藏	一般圖書			c.3		"本館藏書	"	購買			107-08-30
00013552	00026427	追鷹的孩子	館內架上	一般館藏	一般圖書			c.3		"本館藏書	"	購買			107-08-30
00013553	00026427	追鷹的孩子	館內架上	一般館藏	一般圖書			c.2		"本館藏書	"	購買			107-08-30
00013554	00027232	晴空小侍郎1	館內架上	一般館藏	一般圖書					"本館藏書	"	購買			107-08-30
00013555	00027232	晴空小侍郎1	館內架上	一般館藏	一般圖書			c.2		"本館藏書	"	購買			107-08-30
00013556	00027232	晴空小侍郎1	館內架上	一般館藏	一般圖書			c.3		"本館藏書	"	購買			107-08-30
00013557	00027233	晴空小侍郎2明星節度使	館內架上	一般館藏	一般圖書					"本館藏書	"	購買			107-08-30
00013558	00027233	晴空小侍郎2明星節度使	館內架上	一般館藏	一般圖書			c.2		"本館藏書	"	購買			107-08-30
00013559	00027233	晴空小侍郎2明星節度使	館內架上	一般館藏	一般圖書			c.3		"本館藏書	"	購買			107-08-30
00013560	00027234	一休陪你一起愛瘦身02：最多人問的45天減脂計畫，吃飽還能瘦的美味秘密大公開	館內架上		一般圖書					"本館藏書	"	購買			96-09-11
00013561	00027235	花草風療癒時光水彩畫：每天10分鐘的小畫練習	館內架上		一般圖書			c.2		"本館藏書	"	購買			96-09-11
00013562	00027236	一日一畫。花草四季舒壓水彩畫(加贈隨身練習冊)	館內架上		一般圖書					"本館藏書	"	購買			96-09-11
00013563	00027237	樹的小寶寶	館內架上		一般圖書					"本館藏書	"	購買			96-09-11
00013564	008137	書的手藝人	館內架上		一般圖書					"本館藏書	"	購買			96-09-11
00013565	008216	畫之旅	館內架上		一般圖書					"本館藏書	"	購買			96-09-11
00013566	00027238	遊戲治療101	館內架上		一般圖書					"本館藏書	"	購買			96-09-11
00013567	00027239	遊戲治療101-II	館內架上		一般圖書					"本館藏書	"	購買			96-09-11
00013568	00027240	遊戲治療101-III	館內架上		一般圖書					"本館藏書	"	購買			96-09-11
00013569	00027241	藍色小洋裝	館內架上		一般圖書					"本館藏書	"	購買			96-09-11
00013570	00027242	金銀島	館內架上		一般圖書					"本館藏書	"	購買			96-09-11
00013571	00027242	金銀島	館內架上	一般館藏	一般圖書			c.2		"本館藏書	"	購買			107-09-12
00013572	00027244	小王子【珍藏獨家夜光版】)	館內架上		一般圖書					"本館藏書	"	購買			96-09-11
00013573	00027244	小王子【珍藏獨家夜光版】)	館內架上	一般館藏	一般圖書			c.2		"本館藏書	"	購買			107-09-12
00013574	00027246	田鼠阿佛 (二版)(N20731)	館內架上		一般圖書			c.3		"本館藏書	"	購買			96-09-11
00013575	00027247	雪人禮物盒 (書+雪人偶)	館內架上		一般圖書					"本館藏書	"	購買			96-09-11
00013576	00027247	雪人禮物盒 (書+雪人偶)	館內架上	一般館藏	一般圖書			c.2		"本館藏書	"	購買			107-09-12
00013577	000838	花婆婆	館內架上		一般圖書			c.4		"本館藏書	"	購買			96-09-11
00013578	00027249	綠笛	館內架上		一般圖書			c.4		"本館藏書	"	購買			96-09-11
00013579	00027250	奇妙的種子	館內架上		一般圖書					"本館藏書	"	購買			96-09-11
00013580	00027251	長襪皮皮來嘍！	館內架上		一般圖書					"本館藏書	"	購買			96-09-11
00013581	00026692	貝蒂好想好想吃香蕉	館內架上		一般圖書			c.2		"本館藏書	"	購買			96-09-11
00013582	00027252	院子裡的好朋友：灑水器爺爺	館內架上		一般圖書					"本館藏書	"	購買			96-09-11
00013583	00027253	夏日的一天	館內架上		一般圖書					"本館藏書	"	購買			96-09-11
00013584	00027254	珊珊的月光	館內架上		一般圖書					"本館藏書	"	購買			96-09-11
00013585	00027255	踢踢踢踢 天寶	館內架上		一般圖書					"本館藏書	"	購買			96-09-11
00013586	00027245	野獸國	館內架上		一般圖書					"本館藏書	"	購買			96-09-11
00013587	00027245	野獸國	館內架上		一般圖書			c.2		"本館藏書	"	購買			96-09-11
00013588	00027245	野獸國	館內架上		一般圖書			c.3		"本館藏書	"	購買			96-09-11
00013589	00027247	雪人禮物盒 (書+雪人偶)	館內架上		一般圖書			c.3		"本館藏書	"	購買			96-09-11
00013590	00027250	奇妙的種子	館內架上		一般圖書			c.2		"本館藏書	"	購買			96-09-11
00013591	00027250	奇妙的種子	館內架上		一般圖書			c.3		"本館藏書	"	購買			96-09-11
00013592	00027251	長襪皮皮來嘍！	館內架上		一般圖書			c.2		"本館藏書	"	購買			96-09-11
00013593	00027251	長襪皮皮來嘍！	館內架上		一般圖書			c.3		"本館藏書	"	購買			96-09-11
00013594	00026692	貝蒂好想好想吃香蕉	館內架上		一般圖書			c.3		"本館藏書	"	購買			96-09-11
00013595	00026692	貝蒂好想好想吃香蕉	館內架上		一般圖書			c.4		"本館藏書	"	購買			96-09-11
00013596	00027252	院子裡的好朋友：灑水器爺爺	館內架上		一般圖書			c.2		"本館藏書	"	購買			96-09-11
00013597	00027252	院子裡的好朋友：灑水器爺爺	館內架上		一般圖書			c.3		"本館藏書	"	購買			96-09-11
00013598	00027253	夏日的一天	館內架上		一般圖書			c.2		"本館藏書	"	購買			96-09-11
00013599	00027253	夏日的一天	館內架上		一般圖書			c.3		"本館藏書	"	購買			96-09-11
00013600	00027254	珊珊的月光	館內架上		一般圖書			c.2		"本館藏書	"	購買			96-09-11
00013601	00027254	珊珊的月光	館內架上		一般圖書			c.3		"本館藏書	"	購買			96-09-11
00013602	00027255	踢踢踢踢 天寶	館內架上		一般圖書			c.2		"本館藏書	"	購買			96-09-11
00013603	00027255	踢踢踢踢 天寶	館內架上		一般圖書			c.3		"本館藏書	"	購買			96-09-11
00013604	00027242	金銀島	館內架上		一般圖書			c.3		"本館藏書	"	購買			96-09-17
00013605	00027244	小王子【珍藏獨家夜光版】)	館內架上		一般圖書			c.3		"本館藏書	"	購買			96-09-17
00013606	00027246	田鼠阿佛 (二版)(N20731)	館內架上		一般圖書			c.4		"本館藏書	"	購買			96-09-17
00013607	000838	花婆婆	館內架上		一般圖書			c.5		"本館藏書	"	購買			96-09-17
00013608	00027248	愛心樹(50周年紀念版)	館內架上		一般圖書			c.5		"本館藏書	"	購買			96-09-17
00013609	00025980	鯨武士	館內架上		一般圖書			c.4		"本館藏書	"	購買			96-09-17
00013610	003354	我是白痴	館內架上		一般圖書			c.5		"本館藏書	"	購買			96-09-17
00013610	003354	說葉子	館內架上		一般圖書			c.5		"本館藏書	"	購買			96-09-17
00013611	00027259	153天的寒冬	館內架上		一般圖書					"本館藏書	"	購買			96-09-17
00013612	00027260	哇!公園有鷹	館內架上	一般館藏	一般圖書					"本館藏書	"	贈送			107-10-12
00013613	00027261	臺灣歷史心影The sketch of Taiwanese history	館內架上	一般館藏	一般圖書					"本館藏書	"	購買			107-11-20
00013614	00027261	臺灣歷史心影The sketch of Taiwanese history	館內架上	一般館藏	一般圖書			c.2		"本館藏書	"	購買			107-11-20
00013615	00027262	遊戲場發生什麼事?	書箱借閱	一般館藏	一般圖書					"本館藏書	"	贈送	臺北市政府教育局		107-12-17
00013616	00027263	Rusty Rob的小勞作	館內架上	一般館藏	一般圖書					"本館藏書	"	贈送	環保署		107-12-27
00013617	00027264	土地公土地婆	館內架上	一般館藏	一般圖書					"本館藏書	"	贈送	環保署		107-12-27
00013618	00025974	雨果的秘密	館內架上	一般館藏	一般圖書			c.17		"本館藏書	"	購買			108-02-25
00013619	00025974	雨果的秘密	館內架上	一般館藏	一般圖書			c.18		"本館藏書	"	購買			108-02-25
00013620	00025974	雨果的秘密	館內架上	一般館藏	一般圖書			c.19		"本館藏書	"	購買			108-02-25
00013621	00025974	雨果的秘密	館內架上	一般館藏	一般圖書			c.20		"本館藏書	"	購買			108-02-25
00013622	00027259	153天的寒冬	館內架上	一般館藏	一般圖書			c.2		"本館藏書	"	購買			108-02-25
00013623	00027259	153天的寒冬	館內架上	一般館藏	一般圖書			c.3		"本館藏書	"	購買			108-02-25
00013624	00027259	153天的寒冬	館內架上	一般館藏	一般圖書			c.4		"本館藏書	"	購買			108-02-25
00013625	00027259	153天的寒冬	館內架上	一般館藏	一般圖書			c.5		"本館藏書	"	購買			108-02-25
00013626	00027259	153天的寒冬	館內架上	一般館藏	一般圖書			c.6		"本館藏書	"	購買			108-02-25
00013627	00027259	153天的寒冬	館內架上	一般館藏	一般圖書			c.7		"本館藏書	"	購買			108-02-25
00013628	00027259	153天的寒冬	館內架上	一般館藏	一般圖書			c.8		"本館藏書	"	購買			108-02-25
00013629	00027259	153天的寒冬	館內架上	一般館藏	一般圖書			c.9		"本館藏書	"	購買			108-02-25
00013630	00027259	153天的寒冬	館內架上	一般館藏	一般圖書			c.10		"本館藏書	"	購買			108-02-25
00013631	00027259	153天的寒冬	館內架上	一般館藏	一般圖書			c.11		"本館藏書	"	購買			108-02-25
00013632	00027259	153天的寒冬	館內架上	一般館藏	一般圖書			c.12		"本館藏書	"	購買			108-02-25
00013633	00027259	153天的寒冬	館內架上	一般館藏	一般圖書			c.13		"本館藏書	"	購買			108-02-25
00013634	00027259	153天的寒冬	館內架上	一般館藏	一般圖書			c.14		"本館藏書	"	購買			108-02-25
00013635	00027259	153天的寒冬	遺失	一般館藏	一般圖書			c.15		"本館藏書	"	購買			108-02-25
00013636	00027259	153天的寒冬	館內架上	一般館藏	一般圖書			c.16		"本館藏書	"	購買			108-02-25
00013637	00027259	153天的寒冬	館內架上	一般館藏	一般圖書			c.17		"本館藏書	"	購買			108-02-25
00013638	00027259	153天的寒冬	館內架上	一般館藏	一般圖書			c.18		"本館藏書	"	購買			108-02-25
00013639	00027259	153天的寒冬	館內架上	一般館藏	一般圖書			c.19		"本館藏書	"	購買			108-02-25
00013640	00027259	153天的寒冬	館內架上	一般館藏	一般圖書			c.20		"本館藏書	"	購買			108-02-25
00013641	00027265	科學玩具2超有趣玩具自製提案	館內架上	一般館藏	一般圖書					"本館藏書	"	購買			108-03-21
00013642	00027266	屁屁偵探噗噗!尋找夢幻的彩虹鑽石	館內架上	一般館藏	一般圖書					"本館藏書	"	購買			108-03-21
00013643	00027267	屁屁偵探噗噗!找回消失的人氣點心	館內架上	一般館藏	一般圖書					"本館藏書	"	購買			108-03-21
00013644	00027268	便便工廠主題樂園	館內架上	一般館藏	一般圖書					"本館藏書	"	購買			108-03-21
00013645	00027269	屁屁偵探噗噗!小局長的大危機?!	館內架上	一般館藏	一般圖書					"本館藏書	"	購買			108-03-21
00013646	00027270	屁屁偵探噗噗!世紀怪盜現身!	館內架上	一般館藏	一般圖書					"本館藏書	"	購買			108-03-21
00013647	00027271	屁屁偵探噗噗!消失的便當之謎	館內架上	一般館藏	一般圖書					"本館藏書	"	購買			108-03-21
00013648	00027272	"爸爸,上學囉!"	館內架上	一般館藏	一般圖書					"本館藏書	"	購買			108-03-21
00013649	00027273	寵物爸爸	館內架上	一般館藏	一般圖書					"本館藏書	"	購買			108-03-21
00013650	00027274	杯杯英雄	館內架上	一般館藏	一般圖書					"本館藏書	"	購買			108-03-21
00013651	00027275	科學不思議.昆蟲量體重	館內架上	一般館藏	一般圖書					"本館藏書	"	購買			108-03-21
00013652	00027276	別有洞天	館內架上	一般館藏	一般圖書					"本館藏書	"	購買			108-03-21
00013653	00027277	哼-最討厭你了!	館內架上	一般館藏	一般圖書					"本館藏書	"	購買			108-03-21
00013654	00027278	我就是喜歡這樣的妳	館內架上	一般館藏	一般圖書					"本館藏書	"	購買			108-03-21
00013655	00027279	小太陽	館內架上	一般館藏	一般圖書			c.2		"本館藏書	"	購買			108-04-18
00013656	00027279	小太陽	館內架上	一般館藏	一般圖書			c.3		"本館藏書	"	購買			108-04-18
00013657	00027279	小太陽	館內架上	一般館藏	一般圖書			c.4		"本館藏書	"	購買			108-04-18
00013658	00027279	小太陽	館內架上	一般館藏	一般圖書			c.5		"本館藏書	"	購買			108-04-18
00013659	00027279	小太陽	館內架上	一般館藏	一般圖書			c.6		"本館藏書	"	購買			108-04-18
00013660	000391	媽媽爸爸我和她	館內架上	一般館藏	一般圖書			c.2		"本館藏書	"	購買			108-04-22
00013661	00027280	國王與海	館內架上	一般館藏	一般圖書					"本館藏書	"	購買			108-04-22
00013662	00027281	刺蝟的願望	館內架上	一般館藏	一般圖書					"本館藏書	"	購買			108-04-22
00013663	000401	當世界年紀還小的時後	館內架上	一般館藏	一般圖書			c.2		"本館藏書	"	購買			108-04-22
00013664	00027282	書之子	館內架上	一般館藏	一般圖書					"本館藏書	"	購買			108-04-22
00013665	00027283	畫一個星星給我	館內架上	一般館藏	一般圖書					"本館藏書	"	購買			108-04-22
00013666	00027284	藝術治療工作坊 :|b媒材應用與創作指引	館內架上	一般館藏	一般圖書					"本館藏書	"	購買			108-05-03
00013667	00027285	藝術治療繪畫詮釋|e從美術進入孩子的心靈世界	館內架上	一般館藏	一般圖書					"本館藏書	"	購買			108-05-03
00013668	00027286	吱吱嘎嘎猜拳大對決	館內架上	一般館藏	一般圖書					"本館藏書	"	購買			108-05-03
00013669	00027287	獅子與兔子大對決	館內架上	一般館藏	一般圖書					"本館藏書	"	購買			108-05-03
00013670	00027288	OPEN MIND!!房樹人繪畫心理學	館內架上	一般館藏	一般圖書					"本館藏書	"	購買			108-05-03
00013671	00027289	畫人測驗的實作與解讀	館內架上	一般館藏	一般圖書					"本館藏書	"	購買			108-05-03
00013672	00027290	我有絕招.I	遺失	一般館藏	一般圖書						購買			108-09-10
00013673	00027291	我有絕招.II	館內架上	一般館藏	一般圖書						購買			108-09-10
00013674	00027292	我有絕招.III	館內架上	一般館藏	一般圖書						購買			108-09-10
00013675	00027293	"數學小偵探.3,黑心老闆的詭計"	館內架上	一般館藏	一般圖書						購買			108-09-10
00013676	00027294	"用點心學校.8,包在我身上"	館內架上	一般館藏	一般圖書						購買			108-09-10
00013677	00027295	"用點心學校.9,紅白大對抗"	館內架上	一般館藏	一般圖書						購買			108-09-10
00013678	00027296	埃及金字塔遠征記	館內架上	一般館藏	一般圖書						購買			108-09-10
00013679	00027297	亞述空中花園奇遇記	館內架上	一般館藏	一般圖書						購買			108-09-10
00013680	00027298	決戰希臘奧運會	館內架上	一般館藏	一般圖書						購買			108-09-10
00013681	00027299	勇闖羅馬競技場	館內架上	一般館藏	一般圖書						購買			108-09-10
00013682	00027300	快樂讀經典:戰國故事	館內架上	一般館藏	一般圖書						購買			108-09-10
00013683	00027301	快樂讀經典:西漢故事	館內架上	一般館藏	一般圖書						購買			108-09-10
00013684	00027302	快樂讀經典:東漢故事	館內架上	一般館藏	一般圖書						購買			108-09-10
00013685	00027303	我想成為芭蕾舞女孩	館內架上	一般館藏	一般圖書						購買			108-09-10
00013686	00027304	孤獨的巨人	館內架上	一般館藏	一般圖書						購買			108-09-10
00013687	00027305	哈利波特:被詛咒的孩子.第一部＆第二部	館內架上	一般館藏	一般圖書						購買			108-09-10
00013688	00027306	為什麼不能有女醫生?:美國第一位女醫生的故事	館內架上	一般館藏	一般圖書						購買			108-09-10
00013689	00027307	圖解台灣廟宇傳奇故事:聽!郭老師台灣廟口說故事	館內架上	一般館藏	一般圖書						購買			108-09-10
00013690	00027308	漢字說故事.自然篇	館內架上	一般館藏	一般圖書						購買			108-09-10
00013691	00027309	漢字說故事.物象篇	館內架上	一般館藏	一般圖書						購買			108-09-10
00013692	00027310	漢字說故事.人事篇	館內架上	一般館藏	一般圖書						購買			108-09-10
00013693	00027311	臺灣史上最有梗的臺灣史	館內架上	一般館藏	一般圖書						購買			108-09-10
00013694	00027312	與成功有約:培養7個好習慣	館內架上	一般館藏	一般圖書						購買			108-09-10
00013695	00027313	"3Q益智摺紙,入門篇"	館內架上	一般館藏	一般圖書						購買			108-09-10
00013696	00027314	單車失竊記	館內架上	一般館藏	一般圖書						購買			108-09-10
00013697	00027315	數學也可以這樣學:結合數學概念與自然觀察的華德福式學習法	館內架上	一般館藏	一般圖書						購買			108-09-10
00013698	00027316	100個在旅行中繪畫的技巧	館內架上	一般館藏	一般圖書						購買			108-09-10
00013699	00027317	美保的私房畫畫學習帳	館內架上	一般館藏	一般圖書						購買			108-09-10
00013700	00027318	超簡單機器人動手做:用隨處可見的材料發掘最先進的機器人學問	館內架上	一般館藏	一般圖書						購買			108-09-10
00013701	00027319	生命之樹:雨林裡的大樹王國	館內架上	一般館藏	一般圖書						購買			108-09-10
00013702	00027320	手繪自然筆記	館內架上	一般館藏	一般圖書						購買			108-09-10
00013703	00027321	台灣生態尋寶趣	館內架上	一般館藏	一般圖書						購買			108-09-10
00013704	00027322	繪圖解說昆蟲的世界:進化與生態	館內架上	一般館藏	一般圖書						購買			108-09-10
00013705	00027323	為什麼全世界不能用同一種錢?:一起認識世界金融	館內架上	一般館藏	一般圖書						購買			108-09-10
00013706	00027324	為什麼國家有的窮、有的富?:一起認識國家經濟	館內架上	一般館藏	一般圖書						購買			108-09-10
00013707	00027325	為什麼我不能把錢花光?:一起學習個人理財	館內架上	一般館藏	一般圖書						購買			108-09-10
00013708	00027326	為什麼爸媽忙著努力賺錢?:一起學習家庭理財	館內架上	一般館藏	一般圖書						購買			108-09-10
00013709	00027327	以地名認識台灣	館內架上	一般館藏	一般圖書						購買			108-09-10
00013710	00027328	揮別錯別字	館內架上	一般館藏	一般圖書						購買			108-09-10
00013711	00027329	一把美工刀削出可愛小動物	館內架上	一般館藏	一般圖書						購買			108-09-10
00013712	00027330	30個臺灣地景故事	館內架上	一般館藏	一般圖書						購買			108-09-10
00013713	00027331	一個阿富汗女孩的故事之戰火下的小花	館內架上	一般館藏	一般圖書						購買			108-09-10
00013714	00027332	艾蜜莉上學記:小一生活100天	書箱借閱	一般館藏	一般圖書						購買			108-09-10
00013715	00027333	一顆橡實	館內架上	一般館藏	一般圖書						購買			108-09-10
00013716	00027334	月夜的蘑菇	館內架上	一般館藏	一般圖書						購買			108-09-10
00013717	00027335	烏魯魯的祕密	館內架上	一般館藏	一般圖書						購買			108-09-10
00013718	00027336	山頂的湖泊	館內架上	一般館藏	一般圖書						購買			108-09-10
00013719	00027337	媽媽的魔法包包	館內架上	一般館藏	一般圖書						購買			108-09-10
00013720	00027338	偷石膏的女孩	館內架上	一般館藏	一般圖書						購買			108-09-10
00013721	00027339	貓咪茶丸幫你找新家	館內架上	一般館藏	一般圖書						購買			108-09-10
00013722	00027340	樟樹公寓的新房客	館內架上	一般館藏	一般圖書						購買			108-09-10
00013723	00027341	語你同行:玩出素養的語文課	館內架上	一般館藏	一般圖書						購買			108-09-10
00013724	00027342	樂讀456-奇想三國(1)：九命喜鵲救曹操	館內架上	一般館藏	一般圖書						購買			108-09-12
00013725	00027342	樂讀456-奇想三國(1)：九命喜鵲救曹操	館內架上	一般館藏	一般圖書						購買			108-09-12
00013726	00027342	樂讀456-奇想三國(1)：九命喜鵲救曹操	館內架上	一般館藏	一般圖書						購買			108-09-12
00013727	00027343	樂讀456-奇想三國(2)：萬靈神獸護劉備	館內架上	一般館藏	一般圖書						購買			108-09-12
00013728	00027343	樂讀456-奇想三國(2)：萬靈神獸護劉備	館內架上	一般館藏	一般圖書						購買			108-09-12
00013729	00027343	樂讀456-奇想三國(2)：萬靈神獸護劉備	遺失	一般館藏	一般圖書						購買			108-09-12
00013730	00027344	樂讀456-奇想三國(3)：影不離燈照孔明	館內架上	一般館藏	一般圖書						購買			108-09-12
00013731	00027344	樂讀456-奇想三國(3)：影不離燈照孔明	館內架上	一般館藏	一般圖書						購買			108-09-12
00013732	00027344	樂讀456-奇想三國(3)：影不離燈照孔明	館內架上	一般館藏	一般圖書						購買			108-09-12
00013733	00027345	樂讀456-奇想三國(4)：少年魚郎助孫權##	館內架上	一般館藏	一般圖書						購買			108-09-12
00013734	00027345	樂讀456-奇想三國(4)：少年魚郎助孫權##	館內架上	一般館藏	一般圖書						購買			108-09-12
00013735	00027345	樂讀456-奇想三國(4)：少年魚郎助孫權##	館內架上	一般館藏	一般圖書						購買			108-09-12
00013736	00027346	樂讀456-奇想西遊記1：都是神仙惹的禍	館內架上	一般館藏	一般圖書						購買			108-09-12
00013737	00027346	樂讀456-奇想西遊記1：都是神仙惹的禍	館內架上	一般館藏	一般圖書						購買			108-09-12
00013738	00027346	樂讀456-奇想西遊記1：都是神仙惹的禍	遺失	一般館藏	一般圖書						購買			108-09-12
00013739	00027347	樂讀456-奇想西遊記2：怪怪復仇者聯盟	書箱借閱	一般館藏	一般圖書						購買			108-09-12
00013740	00027347	樂讀456-奇想西遊記2：怪怪復仇者聯盟	館內架上	一般館藏	一般圖書						購買			108-09-12
00013741	00027347	樂讀456-奇想西遊記2：怪怪復仇者聯盟	遺失	一般館藏	一般圖書						購買			108-09-12
00013742	00027348	樂讀456-奇想西遊記3：妖妖要吃唐僧肉	館內架上	一般館藏	一般圖書						購買			108-09-12
00013743	00027348	樂讀456-奇想西遊記3：妖妖要吃唐僧肉	館內架上	一般館藏	一般圖書						購買			108-09-12
00013744	00027348	樂讀456-奇想西遊記3：妖妖要吃唐僧肉	館內架上	一般館藏	一般圖書						購買			108-09-12
00013745	00027349	樂讀456-奇想西遊記4：神奇寶貝大進擊	館內架上	一般館藏	一般圖書						購買			108-09-12
00013746	00027349	樂讀456-奇想西遊記4：神奇寶貝大進擊	館內架上	一般館藏	一般圖書						購買			108-09-12
00013747	00027349	樂讀456-奇想西遊記4：神奇寶貝大進擊	遺失	一般館藏	一般圖書						購買			108-09-12
00013748	00025784	柳林中的風	館內架上	一般館藏	一般圖書						購買			108-09-12
00013749	00025784	柳林中的風	館內架上	一般館藏	一般圖書						購買			108-09-12
00013750	00026877	手斧男孩	館內架上	一般館藏	一般圖書						購買			108-09-12
00013751	00026877	手斧男孩	館內架上	一般館藏	一般圖書						購買			108-09-12
00013752	00027350	騎鵝歷險記	館內架上	一般館藏	一般圖書						購買			108-09-12
00013753	00027350	騎鵝歷險記	館內架上	一般館藏	一般圖書						購買			108-09-12
00013754	00027350	騎鵝歷險記	館內架上	一般館藏	一般圖書						購買			108-09-12
00013755	00027351	世界少年文學必讀經典60：湯姆歷險記	館內架上	一般館藏	一般圖書						購買			108-09-12
00013756	00027351	世界少年文學必讀經典60：湯姆歷險記	館內架上	一般館藏	一般圖書						購買			108-09-12
00013757	00027352	一點點機會	館內架上	一般館藏	一般圖書						購買			108-09-12
00013758	00027352	一點點機會	館內架上	一般館藏	一般圖書						購買			108-09-12
00013759	00027352	一點點機會	館內架上	一般館藏	一般圖書						購買			108-09-12
00013760	00027353	西貢小子（新版）	遺失	一般館藏	一般圖書						購買			108-09-12
00013761	00027353	西貢小子（新版）	館內架上	一般館藏	一般圖書						購買			108-09-12
00013762	008208	我們叫它粉靈豆Frindle	館內架上	一般館藏	一般圖書						購買			108-09-12
00013763	008208	我們叫它粉靈豆Frindle	館內架上	一般館藏	一般圖書						購買			108-09-12
00013764	00027354	小熊維尼九十週年紀念版：全世界最棒的小熊	館內架上	一般館藏	一般圖書						購買			108-09-12
00013765	00027354	小熊維尼九十週年紀念版：全世界最棒的小熊	館內架上	一般館藏	一般圖書						購買			108-09-12
00013766	00027354	小熊維尼九十週年紀念版：全世界最棒的小熊	館內架上	一般館藏	一般圖書						購買			108-09-12
00013767	00027355	海鷗島的夏天：經典新視界2	館內架上	一般館藏	一般圖書						購買			108-09-12
00013768	00027355	海鷗島的夏天：經典新視界2	館內架上	一般館藏	一般圖書						購買			108-09-12
00013769	00027355	海鷗島的夏天：經典新視界2	館內架上	一般館藏	一般圖書						購買			108-09-12
00013770	00027356	皮克威克奶奶	館內架上	一般館藏	一般圖書						購買			108-09-12
00013771	00027356	皮克威克奶奶	遺失	一般館藏	一般圖書						購買			108-09-12
00013772	00027356	皮克威克奶奶	館內架上	一般館藏	一般圖書						購買			108-09-12
00013773	00027357	嘿，外星人你在聽嗎？	館內架上	一般館藏	一般圖書						購買			108-09-12
00013774	00027357	嘿，外星人你在聽嗎？	館內架上	一般館藏	一般圖書						購買			108-09-12
00013775	00027357	嘿，外星人你在聽嗎？	館內架上	一般館藏	一般圖書						購買			108-09-12
00013776	00027358	島國的孩子	館內架上	一般館藏	一般圖書									108-09-12
00013777	00027358	島國的孩子	館內架上	一般館藏	一般圖書									108-09-12
00013778	00027358	島國的孩子	館內架上	一般館藏	一般圖書									108-09-12
00013779	00027359	許願椅1：英國最受歡迎童書女王‧魔法文學啟蒙經典	館內架上	一般館藏	一般圖書									108-09-12
00013780	00027359	許願椅1：英國最受歡迎童書女王‧魔法文學啟蒙經典	遺失	一般館藏	一般圖書									108-09-12
00013781	00027359	許願椅1：英國最受歡迎童書女王‧魔法文學啟蒙經典	館內架上	一般館藏	一般圖書									108-09-12
00013782	00027360	許願椅失蹤了2：英國最受歡迎童書女王‧華德福中小學指定閱讀	館內架上	一般館藏	一般圖書									108-09-12
00013783	00027360	許願椅失蹤了2：英國最受歡迎童書女王‧華德福中小學指定閱讀	館內架上	一般館藏	一般圖書									108-09-12
00013784	00027360	許願椅失蹤了2：英國最受歡迎童書女王‧華德福中小學指定閱讀	館內架上	一般館藏	一般圖書									108-09-12
00013785	00027361	許願椅又逃跑了3：英國首相推薦．童年必讀枕邊書（許願椅3-完結篇	館內架上	一般館藏	一般圖書									108-09-12
00013786	00027361	許願椅又逃跑了3：英國首相推薦．童年必讀枕邊書（許願椅3-完結篇	館內架上	一般館藏	一般圖書									108-09-12
00013787	00027361	許願椅又逃跑了3：英國首相推薦．童年必讀枕邊書（許願椅3-完結篇	館內架上	一般館藏	一般圖書									108-09-12
00013788	00027362	大森林裡的小木屋（安野光雅繪本版）	館內架上	一般館藏	一般圖書									108-09-12
00013789	00027362	大森林裡的小木屋（安野光雅繪本版）	館內架上	一般館藏	一般圖書									108-09-12
00013790	00027362	大森林裡的小木屋（安野光雅繪本版）	館內架上	一般館藏	一般圖書									108-09-12
00013791	00026754	彼得潘百年經典圖文全譯版	館內架上	一般館藏	一般圖書									108-09-12
00013792	00027363	說不完的故事【典藏版】	館內架上	一般館藏	一般圖書									108-09-12
00013793	00027364	坤益好時光: 毛星人不可不知生活事	館內架上	一般館藏	一般圖書					"本館藏書	"	購買			108-09-23
00013794	00027366	找不到國小[兒童書]	館內架上	一般館藏	一般圖書					"本館藏書	"	購買			108-11-29
00013795	00027366	找不到國小[兒童書]	館內架上	一般館藏	一般圖書			c.2		"本館藏書	"	購買			108-11-29
00013796	00027366	找不到國小[兒童書]	館內架上	一般館藏	一般圖書			c.3		"本館藏書	"	購買			108-11-29
